UserID,No of Movies,Average Rating
178,115,4.0
925,68,3.0
972,35,3.0
998,135,4.0
1062,194,4.0
1082,57,4.0
1218,235,3.0
1242,616,4.0
1380,253,3.0
1749,562,3.0
1834,65,4.0
2196,36,4.0
2422,21,4.0
2481,132,4.0
2537,554,3.0
2597,65,4.0
2877,46,3.0
2879,25,4.0
3340,119,4.0
3509,404,3.0
3549,37,4.0
3602,86,4.0
3645,69,4.0
3700,66,4.0
3908,160,4.0
4013,224,3.0
4091,104,3.0
4202,23,4.0
4588,47,4.0
4738,195,4.0
4806,159,4.0
5004,41,4.0
5056,194,4.0
5230,130,4.0
5357,48,4.0
5676,146,3.0
5701,119,4.0
308,557,3.0
328,62,3.0
867,44,4.0
1130,279,4.0
1410,78,4.0
1627,48,3.0
1646,62,3.0
1783,21,4.0
1934,59,3.0
1956,65,3.0
2040,46,3.0
2292,20,3.0
2831,36,4.0
2852,135,4.0
3413,127,4.0
3557,392,4.0
3659,96,4.0
3890,71,4.0
3893,50,3.0
4831,237,4.0
4944,22,4.0
4993,47,4.0
5031,61,4.0
5325,48,3.0
5359,510,4.0
5381,24,4.0
5790,93,4.0
5862,200,5.0
5871,100,4.0
5983,28,4.0
20,24,4.0
40,96,3.0
164,26,4.0
429,346,3.0
470,68,4.0
839,774,4.0
1275,30,4.0
1636,170,3.0
1988,629,4.0
1997,40,4.0
2161,120,4.0
2391,71,4.0
2577,52,3.0
2686,21,3.0
3115,36,3.0
3167,220,4.0
3195,192,4.0
3314,334,4.0
3415,166,4.0
3667,55,4.0
3708,35,4.0
3925,108,4.0
3983,130,3.0
4094,270,4.0
4347,138,4.0
4645,126,4.0
4681,162,4.0
4729,235,4.0
5120,193,4.0
5520,166,4.0
5724,97,4.0
5933,41,4.0
169,552,4.0
500,101,4.0
1171,28,4.0
1349,43,5.0
1353,63,3.0
2193,27,4.0
2326,56,4.0
2351,143,3.0
2729,23,4.0
3764,27,4.0
3793,133,3.0
4355,51,3.0
4562,302,4.0
4905,100,3.0
5339,108,4.0
5445,149,4.0
5538,174,4.0
5818,32,3.0
5914,35,4.0
5971,163,4.0
139,245,4.0
283,27,5.0
359,49,4.0
479,93,4.0
1144,22,4.0
1444,29,4.0
1461,50,3.0
1994,29,4.0
2026,218,4.0
2071,238,3.0
2519,47,4.0
2681,223,4.0
2736,101,4.0
2808,139,4.0
2880,273,3.0
3419,120,4.0
3539,1078,4.0
4012,47,3.0
4258,400,4.0
4352,472,3.0
4620,132,4.0
4644,143,3.0
4991,20,3.0
5247,31,3.0
5338,104,4.0
5424,135,4.0
5444,39,3.0
5461,48,4.0
5485,114,4.0
5577,29,3.0
295,191,4.0
340,108,4.0
431,84,4.0
692,631,4.0
881,914,3.0
980,135,3.0
1021,131,5.0
1245,36,4.0
1335,307,3.0
1538,93,4.0
1670,56,5.0
2185,293,4.0
2695,63,4.0
2712,68,4.0
2837,235,3.0
2849,155,5.0
3439,89,4.0
3497,92,4.0
3625,202,3.0
3791,126,3.0
4279,490,3.0
4314,33,4.0
4510,1240,3.0
4564,26,4.0
4639,52,4.0
4807,92,4.0
4995,356,3.0
5237,55,3.0
5373,32,4.0
5564,45,3.0
5887,82,4.0
6020,43,4.0
94,21,4.0
250,20,4.0
377,136,4.0
402,284,4.0
432,73,3.0
582,78,4.0
1273,334,4.0
1301,297,4.0
1394,27,3.0
1455,61,4.0
2560,40,4.0
2867,28,4.0
3067,826,4.0
3120,37,4.0
3529,227,3.0
3690,401,3.0
3863,25,4.0
4001,434,3.0
4038,23,4.0
4074,26,4.0
4118,207,4.0
4176,22,5.0
4504,25,4.0
4615,148,4.0
5206,29,4.0
5440,35,4.0
5510,62,4.0
5551,64,3.0
5591,46,4.0
5817,26,4.0
5937,102,3.0
57,64,3.0
570,237,3.0
868,75,4.0
920,78,3.0
1026,44,4.0
1628,451,4.0
2343,36,4.0
2384,31,4.0
2489,397,3.0
2653,29,4.0
2885,192,4.0
3399,154,4.0
3489,105,3.0
3699,61,5.0
3709,331,3.0
4137,85,4.0
5246,130,4.0
5324,173,4.0
5492,380,3.0
5553,263,4.0
6002,335,4.0
647,231,3.0
966,165,4.0
1074,192,3.0
1113,319,4.0
1467,88,4.0
1615,21,3.0
1818,43,4.0
1968,444,3.0
2405,59,4.0
2464,35,4.0
2666,94,4.0
2694,72,5.0
2782,60,4.0
3613,70,4.0
3871,114,3.0
3932,32,4.0
4166,24,4.0
4544,48,4.0
4781,43,4.0
4852,243,4.0
5274,25,3.0
5467,27,4.0
5541,27,4.0
5948,398,4.0
6032,104,4.0
292,41,4.0
306,193,4.0
339,124,4.0
676,390,3.0
919,326,4.0
923,46,4.0
944,45,4.0
983,78,4.0
1069,609,3.0
1146,378,3.0
1251,45,3.0
1355,53,4.0
1517,64,4.0
2177,203,4.0
2651,116,3.0
3012,322,3.0
3269,83,4.0
3324,21,5.0
3388,21,4.0
3506,68,4.0
3649,51,4.0
3815,120,4.0
3996,112,4.0
4157,56,3.0
4356,256,4.0
4603,37,4.0
4820,36,3.0
4846,30,4.0
5347,263,3.0
5507,44,3.0
54,40,4.0
120,63,4.0
559,21,3.0
969,26,4.0
1028,61,4.0
1499,130,4.0
1781,106,3.0
1917,97,4.0
2014,54,4.0
2232,318,4.0
2779,171,4.0
3209,230,2.0
3309,271,4.0
3730,29,4.0
3757,201,4.0
3810,67,4.0
3827,186,4.0
3856,47,4.0
3858,162,4.0
3969,20,4.0
4136,39,5.0
4221,89,4.0
4399,34,3.0
4631,129,4.0
4692,33,4.0
4928,329,3.0
5148,103,4.0
5225,212,4.0
5555,548,3.0
6017,33,4.0
6027,36,4.0
491,25,4.0
634,67,4.0
646,254,4.0
1191,105,4.0
1665,63,4.0
1847,41,4.0
2223,528,3.0
2245,51,3.0
2485,246,4.0
2613,22,4.0
2618,25,3.0
2640,21,4.0
3049,71,4.0
3534,55,4.0
3726,340,3.0
3759,103,4.0
3833,312,4.0
3967,446,3.0
4125,45,3.0
4425,934,3.0
4557,86,4.0
5039,360,2.0
5086,161,4.0
5103,305,4.0
5189,42,4.0
5466,228,4.0
96,81,4.0
235,440,4.0
545,29,3.0
620,179,3.0
776,103,4.0
846,253,4.0
871,43,4.0
1435,35,3.0
1551,166,4.0
1605,964,3.0
1701,552,4.0
1951,128,3.0
2412,30,4.0
2646,23,4.0
3034,28,4.0
3084,78,4.0
3232,64,3.0
3350,46,4.0
3473,159,4.0
4043,133,4.0
4159,22,4.0
4226,37,4.0
4765,267,4.0
4832,131,4.0
4839,23,3.0
4976,58,3.0
5096,268,3.0
5147,37,4.0
5545,152,4.0
5638,102,4.0
5716,212,4.0
452,132,4.0
732,175,3.0
840,251,4.0
1029,256,3.0
1032,103,4.0
1167,70,3.0
1464,108,4.0
1518,25,4.0
2224,38,4.0
2447,57,4.0
2477,61,4.0
2535,66,4.0
3001,309,4.0
3027,23,4.0
3075,265,4.0
3458,164,4.0
3632,29,3.0
3663,91,3.0
3683,589,3.0
3702,47,4.0
4024,252,3.0
4027,51,4.0
5036,48,3.0
5203,36,4.0
5526,284,4.0
5626,173,4.0
5890,329,4.0
5954,1000,3.0
48,598,3.0
266,50,5.0
507,42,4.0
544,81,4.0
650,38,4.0
1811,30,4.0
1835,770,4.0
1930,324,3.0
2203,539,4.0
2375,27,4.0
2458,165,3.0
2602,29,3.0
2740,145,4.0
2803,111,4.0
3364,112,4.0
3894,159,4.0
4508,1211,3.0
4529,47,4.0
5010,52,4.0
5657,198,4.0
5,198,3.0
163,514,2.0
191,30,3.0
268,261,3.0
1087,392,4.0
1341,87,2.0
1360,103,4.0
1407,182,4.0
1711,29,4.0
1855,83,3.0
2128,20,4.0
2368,232,4.0
2985,184,4.0
3135,123,4.0
3249,65,4.0
3937,73,4.0
4212,155,4.0
4244,20,4.0
4543,1050,3.0
4739,107,4.0
4751,29,4.0
5132,58,4.0
5176,46,4.0
5392,22,4.0
5694,25,4.0
258,145,4.0
279,47,3.0
709,82,3.0
959,96,4.0
1010,1004,2.0
1232,135,4.0
1357,177,3.0
1806,214,4.0
2072,205,4.0
2197,56,4.0
2252,23,3.0
2268,23,4.0
2437,42,4.0
2499,47,4.0
2824,248,4.0
3007,239,3.0
3552,20,3.0
3677,141,4.0
4454,160,3.0
4660,41,4.0
4703,23,4.0
5057,74,4.0
5311,46,3.0
5546,34,3.0
5625,152,4.0
5736,105,4.0
5824,550,3.0
729,146,4.0
1642,74,4.0
1748,589,3.0
2105,517,3.0
2492,89,4.0
2515,51,4.0
2630,54,4.0
2755,23,4.0
3150,77,4.0
3257,81,4.0
3369,32,4.0
3655,32,4.0
3750,39,3.0
3816,318,4.0
4506,536,4.0
4528,62,3.0
4536,34,4.0
4559,43,4.0
4627,103,4.0
4867,622,4.0
4927,126,4.0
5360,38,3.0
5488,253,3.0
5735,23,4.0
5826,237,4.0
5924,154,4.0
5940,46,3.0
19,255,4.0
397,34,4.0
430,63,4.0
754,157,4.0
989,44,5.0
1420,279,4.0
1436,66,4.0
1856,134,5.0
2085,272,4.0
2451,159,3.0
2554,42,4.0
2571,68,4.0
2623,54,4.0
2652,41,4.0
2742,108,3.0
2761,483,4.0
2822,62,4.0
2844,108,3.0
2930,20,3.0
2950,67,3.0
3039,61,4.0
3138,212,3.0
3457,160,4.0
3635,163,4.0
3947,102,4.0
4204,240,4.0
4295,40,2.0
4320,81,4.0
4324,33,4.0
4390,278,3.0
4608,76,4.0
4849,157,4.0
4952,100,4.0
4962,217,4.0
5015,644,4.0
5109,131,4.0
5227,157,3.0
5463,280,4.0
92,430,3.0
419,108,4.0
542,34,4.0
553,64,4.0
560,137,4.0
836,70,2.0
1192,29,4.0
1541,26,4.0
1807,202,4.0
1938,175,3.0
2218,34,4.0
2374,159,4.0
2664,367,3.0
2785,163,3.0
2903,146,4.0
2964,48,5.0
2994,377,3.0
3584,67,3.0
3676,101,4.0
3930,194,4.0
4237,123,4.0
4381,443,3.0
4483,188,3.0
4961,177,3.0
5054,715,3.0
5243,26,3.0
5385,46,4.0
5489,70,4.0
5917,230,4.0
5964,549,4.0
415,271,4.0
780,512,3.0
1128,498,3.0
1227,154,4.0
1475,79,4.0
1486,48,4.0
1739,78,4.0
2176,179,4.0
2836,22,3.0
2856,52,4.0
2892,93,4.0
3327,358,4.0
4322,395,3.0
4405,45,4.0
4494,74,4.0
5150,36,4.0
5327,163,4.0
5702,117,4.0
5738,526,3.0
257,53,4.0
299,104,4.0
641,121,4.0
644,108,3.0
826,35,3.0
1186,206,4.0
1250,21,4.0
1314,228,3.0
1497,199,4.0
1521,72,3.0
1569,90,5.0
1751,21,4.0
1841,227,3.0
1843,119,4.0
2153,353,4.0
2418,57,3.0
3097,63,4.0
3119,90,3.0
3243,229,4.0
3332,102,3.0
4034,108,4.0
4262,38,4.0
4318,480,4.0
4419,20,3.0
4623,38,4.0
5554,104,4.0
5579,24,4.0
5594,130,4.0
5751,90,4.0
64,27,4.0
117,505,3.0
227,28,3.0
579,69,4.0
1220,195,3.0
1222,68,3.0
1225,28,4.0
1299,234,4.0
1478,32,4.0
1490,180,4.0
1603,70,4.0
1874,64,4.0
2131,321,3.0
2743,439,4.0
2845,54,4.0
2891,58,3.0
2895,513,4.0
2984,24,4.0
2987,54,4.0
3056,263,4.0
3080,551,4.0
3181,25,4.0
3806,167,3.0
3931,233,4.0
4130,172,4.0
4247,76,3.0
4465,86,3.0
4476,203,4.0
4870,116,4.0
5580,413,4.0
5610,40,4.0
5656,28,3.0
5713,31,3.0
504,108,4.0
554,43,4.0
598,38,3.0
764,139,5.0
886,35,4.0
936,88,4.0
1002,66,4.0
1048,41,4.0
1050,564,3.0
1166,26,4.0
1252,118,4.0
1255,235,4.0
1298,614,4.0
1375,60,4.0
1692,207,4.0
1733,839,4.0
1973,38,4.0
2220,29,4.0
2286,45,4.0
2627,485,3.0
2909,1258,4.0
3281,190,4.0
3694,53,4.0
3762,413,3.0
4134,118,4.0
4374,127,4.0
41,25,3.0
154,44,3.0
309,123,4.0
425,189,4.0
904,246,3.0
931,157,4.0
1181,1521,3.0
1189,25,4.0
1321,171,3.0
1326,37,4.0
1452,20,4.0
1530,404,4.0
1559,51,4.0
1846,61,4.0
1979,35,3.0
2041,556,4.0
2150,34,4.0
3341,151,4.0
3440,27,4.0
3573,36,3.0
3574,179,4.0
3675,849,3.0
3943,65,4.0
4006,210,4.0
4017,39,3.0
4110,21,4.0
4191,26,4.0
4249,103,3.0
4445,125,3.0
4505,279,4.0
5265,283,4.0
5291,66,4.0
5428,388,4.0
5728,323,3.0
5896,208,3.0
347,99,4.0
447,37,5.0
455,25,4.0
484,34,4.0
607,25,4.0
1035,91,4.0
1529,30,4.0
1632,768,3.0
1688,132,4.0
2190,130,4.0
2365,47,4.0
2410,114,4.0
2569,46,3.0
2801,101,3.0
2810,401,3.0
2847,396,3.0
2910,143,4.0
3256,58,4.0
3285,627,3.0
3522,62,4.0
4276,82,4.0
4393,20,4.0
4416,165,4.0
4478,446,3.0
4647,893,3.0
4902,135,4.0
5572,70,4.0
5789,46,4.0
15,201,3.0
43,24,4.0
845,52,4.0
1136,56,3.0
1151,308,4.0
1253,74,4.0
1827,49,4.0
1861,460,3.0
2346,69,4.0
2420,47,4.0
2545,51,4.0
3112,213,3.0
3118,570,4.0
3320,559,3.0
3333,192,4.0
3382,56,3.0
3434,174,4.0
3638,125,3.0
3686,75,4.0
3789,151,4.0
4015,104,4.0
4235,126,4.0
4308,104,3.0
4441,30,3.0
4460,145,3.0
4534,77,4.0
4629,32,3.0
4742,249,3.0
5171,28,4.0
5330,62,3.0
5420,175,3.0
5494,80,4.0
5667,328,4.0
5743,30,4.0
5844,86,4.0
5870,39,4.0
262,106,3.0
511,27,4.0
929,355,4.0
1052,67,4.0
1756,49,3.0
1904,352,3.0
1946,78,4.0
2385,23,4.0
2565,300,4.0
2691,241,4.0
2741,35,4.0
2798,77,4.0
2834,22,4.0
3040,24,4.0
3310,66,4.0
3383,51,4.0
3527,39,4.0
3612,215,4.0
3824,1018,3.0
3835,91,4.0
4145,25,4.0
4638,37,3.0
5210,65,4.0
5220,720,3.0
5474,47,4.0
5576,290,4.0
5675,586,4.0
5688,100,3.0
112,60,4.0
269,30,4.0
1045,37,4.0
1194,649,3.0
1750,73,3.0
1793,287,3.0
1947,147,4.0
2438,200,4.0
2524,26,3.0
3015,42,3.0
3086,113,4.0
3898,101,4.0
4037,53,4.0
4195,101,4.0
4448,1014,4.0
4741,22,4.0
5446,126,4.0
5744,440,4.0
5861,187,4.0
5874,299,4.0
327,236,4.0
563,346,3.0
615,94,4.0
849,117,3.0
1263,279,3.0
1470,710,3.0
1576,48,4.0
1732,34,4.0
1894,172,4.0
2106,900,2.0
2246,172,4.0
2257,35,4.0
2278,67,3.0
2494,38,3.0
2794,143,4.0
2841,445,4.0
3404,26,4.0
3517,122,4.0
3674,91,4.0
3766,124,3.0
3999,742,3.0
4073,24,4.0
4348,24,4.0
4520,285,4.0
4662,175,3.0
4816,372,4.0
4885,30,4.0
4956,253,4.0
5094,59,4.0
5186,73,4.0
5316,39,4.0
5329,544,4.0
5619,92,4.0
5876,23,4.0
5941,32,4.0
165,110,4.0
666,103,4.0
775,23,4.0
1091,33,3.0
1132,163,4.0
1182,364,3.0
1240,30,3.0
1330,46,4.0
1654,47,4.0
1697,354,4.0
1703,26,4.0
1800,252,4.0
1901,150,4.0
2019,34,4.0
2428,83,4.0
2764,354,4.0
3074,142,4.0
3262,91,3.0
3401,837,3.0
4595,76,5.0
4847,72,4.0
4921,207,4.0
4967,104,4.0
5044,137,4.0
5088,31,4.0
5166,116,4.0
5462,36,4.0
5476,34,4.0
5509,103,3.0
358,72,4.0
366,259,4.0
843,126,4.0
854,506,3.0
1286,68,4.0
1831,111,4.0
1971,33,4.0
2036,65,4.0
2157,148,3.0
2620,156,4.0
2732,45,4.0
2734,121,4.0
3092,53,4.0
3305,104,4.0
3330,24,4.0
3637,66,3.0
3664,134,3.0
3907,52,4.0
4007,544,3.0
4238,819,3.0
4353,132,4.0
4712,37,3.0
5048,89,4.0
5411,24,3.0
5471,25,4.0
5495,31,4.0
179,110,3.0
189,31,4.0
207,23,4.0
489,24,3.0
590,166,4.0
675,42,3.0
862,116,4.0
1073,116,4.0
1119,395,4.0
1180,37,4.0
1527,104,3.0
1635,793,4.0
1649,57,4.0
1828,143,3.0
1950,137,4.0
2149,53,4.0
2354,65,4.0
2413,27,3.0
2817,82,4.0
2876,190,4.0
2942,129,4.0
3277,150,4.0
3609,145,3.0
3723,39,4.0
3832,108,4.0
4648,37,4.0
4864,33,4.0
4930,96,4.0
4933,302,4.0
5124,268,4.0
5727,51,3.0
5869,76,4.0
5982,127,4.0
6019,89,3.0
37,53,4.0
383,21,4.0
659,110,4.0
1310,24,4.0
1362,219,3.0
1396,186,4.0
1624,350,3.0
1747,108,2.0
2241,128,4.0
2267,53,4.0
2336,21,4.0
2468,125,4.0
2534,38,3.0
2556,47,3.0
2703,92,4.0
3212,26,3.0
3280,649,3.0
3412,293,4.0
3717,299,4.0
4113,33,4.0
4281,204,4.0
4658,556,2.0
4793,173,3.0
4999,68,4.0
5043,25,4.0
5146,30,3.0
5573,172,4.0
5851,162,4.0
5946,93,4.0
61,36,3.0
127,174,4.0
316,77,4.0
461,512,3.0
502,24,4.0
523,100,4.0
819,62,3.0
937,348,4.0
1231,110,4.0
1334,59,4.0
1913,44,4.0
2067,199,4.0
2932,28,4.0
3003,79,4.0
3163,858,4.0
3301,310,4.0
3323,126,4.0
3610,696,2.0
3784,41,4.0
4296,62,4.0
4518,84,5.0
4572,145,4.0
4625,81,3.0
4694,70,4.0
4740,51,4.0
4857,61,3.0
4948,507,3.0
5183,101,4.0
5252,65,4.0
5288,43,4.0
5404,210,4.0
5409,21,3.0
5618,98,4.0
88,68,4.0
197,22,4.0
486,39,4.0
531,867,3.0
903,74,3.0
979,74,4.0
993,58,3.0
1487,41,3.0
1725,36,4.0
1949,102,4.0
1966,44,4.0
2567,336,3.0
3199,100,3.0
3334,100,4.0
3398,55,4.0
3410,731,3.0
3426,120,4.0
3471,824,3.0
3955,152,3.0
4211,24,3.0
4485,143,3.0
4542,28,4.0
4717,81,4.0
4770,33,4.0
4772,100,4.0
4808,939,3.0
4875,100,4.0
4884,388,4.0
5548,168,3.0
5598,144,4.0
5632,60,4.0
318,21,4.0
462,177,4.0
547,78,4.0
1124,389,4.0
1216,213,4.0
1248,94,4.0
1271,170,4.0
1696,314,4.0
1858,98,4.0
2060,261,3.0
2275,37,4.0
2401,50,4.0
2657,22,4.0
2735,24,3.0
2819,20,4.0
2887,592,4.0
3011,92,4.0
3068,21,4.0
3476,705,3.0
3634,23,3.0
3697,136,4.0
3797,27,3.0
3805,37,4.0
3839,88,3.0
4143,24,4.0
4264,21,4.0
4545,30,4.0
4668,32,4.0
4809,178,4.0
4907,184,3.0
5191,36,4.0
5283,291,4.0
5372,36,4.0
5397,388,3.0
5760,32,4.0
107,121,4.0
202,670,3.0
263,92,4.0
374,52,4.0
564,50,4.0
619,22,4.0
891,223,4.0
1108,44,4.0
1158,64,4.0
1641,232,3.0
1736,195,3.0
2004,109,4.0
2279,420,4.0
2589,212,4.0
2826,264,4.0
2926,342,3.0
2968,170,4.0
3122,27,3.0
3420,220,4.0
3501,197,4.0
3671,104,4.0
3773,361,3.0
3981,217,4.0
4059,45,3.0
4382,104,3.0
4743,30,4.0
5180,117,4.0
5737,85,4.0
6006,124,3.0
6009,64,3.0
6029,31,4.0
9,106,4.0
17,211,4.0
231,97,4.0
552,97,4.0
1123,30,3.0
1219,224,4.0
1406,20,4.0
1520,23,4.0
1597,230,4.0
1991,24,4.0
2141,25,4.0
2403,180,3.0
2473,38,4.0
2654,100,4.0
2702,41,2.0
2777,875,3.0
2805,88,4.0
3047,70,4.0
3066,90,4.0
3141,61,4.0
3298,32,4.0
3451,62,4.0
3562,683,3.0
3687,191,3.0
3902,165,5.0
3952,58,4.0
4127,89,4.0
4285,516,4.0
4511,147,4.0
4576,24,4.0
4812,127,3.0
4946,257,4.0
5137,116,4.0
5257,97,4.0
5342,112,4.0
5423,98,4.0
5470,104,4.0
324,76,3.0
586,35,4.0
609,52,4.0
1164,458,3.0
1329,410,3.0
1351,20,4.0
1706,210,4.0
1720,46,4.0
1967,24,4.0
2164,471,4.0
2305,77,3.0
2770,47,4.0
2861,46,3.0
3051,408,3.0
3254,23,4.0
3619,101,4.0
3658,266,4.0
3779,56,4.0
4023,87,3.0
4546,50,4.0
4589,108,5.0
4593,300,3.0
4633,81,4.0
4940,284,4.0
5067,35,4.0
5249,338,3.0
5348,50,3.0
5661,125,4.0
5680,159,4.0
5715,84,4.0
5801,172,4.0
5997,57,4.0
72,43,4.0
286,43,4.0
398,225,4.0
505,115,4.0
538,48,4.0
1293,68,3.0
1403,65,4.0
1600,394,3.0
1778,546,4.0
2048,35,4.0
2078,102,4.0
2087,53,4.0
2107,29,4.0
2244,429,3.0
2269,25,3.0
2598,27,4.0
2688,135,3.0
2759,20,4.0
2783,54,4.0
2972,169,3.0
3114,105,3.0
3615,174,3.0
3620,431,3.0
4480,467,3.0
4571,102,4.0
4587,44,3.0
4912,22,4.0
5216,20,3.0
5741,47,3.0
5750,119,4.0
5800,23,3.0
5945,34,4.0
1017,521,3.0
1211,397,4.0
1509,297,3.0
1969,517,4.0
2089,95,4.0
2205,509,3.0
2211,298,4.0
2588,41,4.0
2720,38,3.0
3300,362,4.0
3392,30,4.0
4500,28,3.0
4537,25,4.0
4983,143,4.0
5353,118,4.0
5421,80,4.0
5453,247,4.0
5515,45,4.0
5560,82,4.0
5664,287,4.0
5748,54,4.0
5772,22,3.0
5829,73,4.0
5943,65,4.0
175,317,4.0
387,68,4.0
423,64,3.0
695,191,4.0
746,424,3.0
1057,179,4.0
1159,121,3.0
1698,957,4.0
1865,334,4.0
1982,155,3.0
2029,227,3.0
2271,329,4.0
3161,71,4.0
3408,116,4.0
4409,109,4.0
4889,262,4.0
5975,54,4.0
381,35,4.0
498,172,4.0
721,666,4.0
850,554,4.0
1118,30,4.0
1121,289,4.0
1161,95,4.0
1850,77,4.0
2206,156,4.0
2490,22,4.0
2718,117,4.0
3374,104,4.0
3433,88,3.0
3606,35,4.0
3897,21,4.0
3958,164,4.0
4115,517,4.0
4447,982,3.0
4567,88,4.0
4578,560,4.0
4754,248,4.0
5521,52,4.0
5532,102,3.0
5659,209,3.0
5778,66,4.0
5969,91,4.0
35,198,4.0
503,29,4.0
583,174,4.0
594,159,4.0
610,126,3.0
614,54,4.0
761,20,5.0
880,115,3.0
1072,105,4.0
1369,404,4.0
1519,87,4.0
1589,99,4.0
1815,39,4.0
1881,57,4.0
2080,32,4.0
2324,89,4.0
2444,105,3.0
2445,244,4.0
2649,215,3.0
2915,72,4.0
3065,282,4.0
3137,51,3.0
3316,42,4.0
3468,66,4.0
3499,437,3.0
3545,28,3.0
3571,104,3.0
3875,39,4.0
3900,409,4.0
3966,53,4.0
4343,215,3.0
4412,102,3.0
4552,115,4.0
4736,318,3.0
4768,72,4.0
4824,227,4.0
5052,21,4.0
5264,159,4.0
5709,124,4.0
5749,407,4.0
5966,65,3.0
5970,45,4.0
5999,27,4.0
677,205,4.0
739,127,4.0
1059,513,3.0
1142,263,3.0
1379,32,3.0
1384,22,3.0
1386,82,4.0
1536,36,4.0
1932,78,4.0
2298,120,3.0
2304,873,4.0
2356,24,4.0
2716,24,4.0
2875,35,4.0
2947,136,4.0
3099,159,3.0
3139,59,4.0
3201,446,4.0
3511,206,4.0
3681,668,4.0
3740,47,4.0
3854,82,4.0
3962,70,3.0
4075,54,4.0
4184,26,3.0
4274,153,3.0
4423,42,4.0
4577,172,3.0
5032,103,4.0
5130,28,4.0
5331,80,3.0
5540,78,4.0
5767,349,4.0
5972,437,4.0
310,223,3.0
485,45,4.0
568,25,4.0
698,270,4.0
742,42,4.0
838,176,4.0
870,36,4.0
900,26,4.0
1377,521,3.0
1513,143,4.0
1539,27,4.0
1814,49,4.0
2099,36,4.0
2273,71,4.0
2297,42,4.0
2442,29,4.0
2523,130,4.0
2584,20,4.0
2667,32,3.0
2906,55,3.0
3102,34,3.0
3304,170,4.0
3588,225,4.0
3934,703,3.0
3938,94,4.0
4133,118,3.0
4223,163,3.0
4453,55,3.0
4626,386,4.0
4840,72,4.0
4855,219,3.0
5271,427,4.0
5558,247,2.0
5575,272,3.0
5704,93,4.0
5814,29,4.0
196,32,4.0
437,52,4.0
456,157,3.0
829,138,4.0
834,50,4.0
1154,24,3.0
1272,284,4.0
1438,44,3.0
1451,751,4.0
1789,58,4.0
1945,73,3.0
1957,50,4.0
2135,26,4.0
2202,71,3.0
2369,29,4.0
2469,58,4.0
2855,73,3.0
3129,503,3.0
3823,633,4.0
4440,85,4.0
4950,474,4.0
5317,543,4.0
5386,161,4.0
5531,148,4.0
217,20,4.0
290,33,3.0
441,47,4.0
733,117,4.0
800,266,3.0
884,99,4.0
948,517,4.0
986,22,4.0
1560,164,3.0
1643,233,4.0
1657,45,4.0
1735,77,3.0
1833,100,3.0
2171,101,4.0
2174,178,4.0
2338,187,4.0
2561,77,4.0
3422,383,3.0
3423,317,4.0
3563,211,4.0
3647,33,4.0
3710,69,4.0
3971,368,3.0
4068,20,4.0
4345,592,4.0
4495,36,4.0
4650,144,3.0
4897,400,3.0
5029,160,3.0
5387,731,4.0
5630,263,4.0
5856,64,4.0
6015,57,4.0
6031,51,4.0
229,212,3.0
307,182,5.0
326,379,3.0
537,98,4.0
766,47,4.0
823,121,4.0
960,128,4.0
1037,38,4.0
1096,268,3.0
1545,217,3.0
1727,514,4.0
2081,49,3.0
2631,89,4.0
2904,51,4.0
2983,55,4.0
3085,123,4.0
3273,20,4.0
3326,38,4.0
3513,311,3.0
4290,57,4.0
4361,132,4.0
4444,80,4.0
4613,82,4.0
4916,170,2.0
4924,41,4.0
5503,45,4.0
5600,266,4.0
5840,235,4.0
5923,35,4.0
5938,190,4.0
5956,293,3.0
114,98,4.0
173,561,4.0
220,102,4.0
278,198,4.0
301,357,4.0
494,191,4.0
669,419,4.0
713,242,3.0
810,126,4.0
813,67,3.0
890,228,4.0
1036,50,4.0
1205,85,4.0
1737,775,3.0
2111,20,4.0
2402,529,3.0
2495,39,3.0
2872,423,4.0
2929,362,4.0
2970,48,4.0
2991,58,4.0
3018,610,4.0
3660,58,4.0
4210,131,4.0
4215,289,4.0
4690,74,4.0
4881,22,4.0
5127,51,3.0
5131,394,3.0
5149,30,4.0
5319,388,4.0
5561,219,3.0
5720,354,3.0
5752,155,4.0
5795,1277,3.0
5825,118,4.0
4,21,4.0
55,25,4.0
59,213,3.0
445,286,3.0
684,38,4.0
1318,21,3.0
1340,805,2.0
1540,118,4.0
1575,54,4.0
1669,30,4.0
1779,149,3.0
2046,83,4.0
2204,33,4.0
2581,403,4.0
2993,83,4.0
3093,179,4.0
3170,73,4.0
3229,196,3.0
3339,83,4.0
3505,100,4.0
3653,111,4.0
3830,136,4.0
3926,65,4.0
4020,84,3.0
4333,170,4.0
4573,154,4.0
4592,224,3.0
4646,39,3.0
4721,71,4.0
5049,192,4.0
5363,61,4.0
5511,724,4.0
5556,278,3.0
5608,24,4.0
5742,47,4.0
6003,254,4.0
8,139,4.0
100,76,3.0
241,57,4.0
449,54,4.0
450,51,4.0
495,44,4.0
717,39,3.0
757,465,3.0
930,98,3.0
2159,34,4.0
2299,75,3.0
2424,147,3.0
2547,139,4.0
2574,33,5.0
3443,25,4.0
3575,38,3.0
3739,22,4.0
3889,133,4.0
3959,25,3.0
4044,62,4.0
4054,616,4.0
4066,95,3.0
4122,315,4.0
4160,120,3.0
4248,85,4.0
4254,24,4.0
4299,100,4.0
4313,96,4.0
4601,129,4.0
5276,77,4.0
